,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
1114,114,Pernikahan mereka layaknya Popeye & Olive.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,0,0,id,correct
1115,115,Pernikahan mereka layaknya Popeye & Bluto.,Pernikahan yang romantis.,Pernikahan yang penuh pertengkaran.,1,1,id,correct
1116,116,"Sejak menikah, hidupnya bagaikan burung yang terbang bebas.",Hidupnya bebas.,Hidupnya tidak bebas.,0,0,id,correct
1117,117,"Sejak menikah, hidupnya bagaikan burung dalam kerangkeng.",Hidupnya bebas.,Hidupnya tidak bebas.,1,1,id,correct
1118,118,Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet.,Kecepatan mobil itu cepat.,Kecepatan mobil itu lambat.,0,0,id,correct
1119,119,Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot.,Suara ngoroknya merdu.,Suara ngoroknya berisik.,1,1,id,correct
1120,120,Jangan bertindak seperti cacing kepanasan.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,0,0,id,correct
1121,121,Jangan bertindak seperti orang berpelesir.,Tindakan yang penuh gelisah.,Tindakan yang terlalu santai.,1,1,id,correct
1122,122,Bisnis orang tuanya ibarat bisnis yang gulung tikar.,Bisnisnya bangkrut.,Bisnisnya sukses.,0,0,id,correct
1123,123,Bisnis orang tuanya ibarat bisnis yang menuju puncak.,Bisnisnya bangkrut.,Bisnisnya sukses.,1,1,id,correct
1124,124,Temanku tingkahnya serasa dirinya berdarah bangsawan.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,0,0,id,correct
1125,125,Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap.,Temannya bertingkah layaknya orang kaya.,Temannya bertingkah layaknya orang miskin.,1,1,id,correct
1126,126,Masuk ke perusahaan ini ibarat masuk mulut buaya.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,0,0,id,correct
1127,127,Masuk ke perusahaan ini ibarat masuk rumah sendiri.,Masuk ke perusahaan yang berbahaya.,Masuk ke perusahaan yang membuat aman& nyaman.,1,1,id,correct
1128,128,Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,0,0,id,correct
1129,129,Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi.,Harga pakaian sangat murah.,Harga pakaian sangat mahal.,1,1,id,correct
1130,130,Omongan tetangga Rina seakan lidah tak bertulang.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,0,0,id,correct
1131,131,Omongan tetangga Rina seakan  mulut berbau madu.,Omongan tetangga yang menyakitkan.,Omongan tetangga yang manis didengar.,1,1,id,correct
1132,132,Rezeki datang tak terduga seperti air surut.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,0,0,id,correct
1133,133,Rezeki datang tak terduga seperti air pasang.,Rezeki yang datangnya sedikit.,Rezeki yang datangnya banyak.,1,1,id,correct
1134,134,Politisi pilihan ayahku macam pemain handal.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,0,0,id,correct
1135,135,Politisi pilihan ayahku macam anak kemarin sore.,Politisi yang jago dan berpengalaman.,Politisi yang belum berpengalaman.,1,1,id,correct
1136,136,Mengerjakan tugas Python itu ibarat bertempur di medan perang.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,0,0,id,correct
1137,137,Mengerjakan tugas Python itu ibarat menari diiringi musik.,Tugas Python yang tidak menyenangkan.,Tugas Python yang menyenangkan.,1,1,id,correct
1138,138,Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia.,Laptop sejuta umat.,Laptop langka.,0,0,id,correct
1139,139,Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an.,Laptop sejuta umat.,Laptop langka.,1,1,id,correct
1140,140,Semoga rumahmu nanti sebesar kastil.,Rumah yang besar.,Rumah yang kecil.,0,0,id,correct
1141,141,Semoga rumahmu nanti sebesar kotak sepatu.,Rumah yang besar.,Rumah yang kecil.,1,1,id,correct
1142,142,Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima.,Makanannya mahal.,Makanannya murah.,0,0,id,correct
1143,143,Harga makanan yang dibeli pacarku bagaikan dibuat oleh  chef kaki lima.,Makanannya mahal.,Makanannya murah.,1,1,id,correct
1144,144,Investasi Bitcoin sekarang ini ibarat deposito berbunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,0,0,id,correct
1145,145,Investasi Bitcoin sekarang ini ibarat membayar KPR dengan bunga tinggi.,Investasi Bitcoin menguntungkan.,Investasi Bitcoin merugikan.,1,1,id,correct
1146,146,"Seperti air mengalir, karirku sekarang.",Karir yang diam ditempat.,Karir yang bergerak mengikuti arus yang seharusnya.,1,1,id,correct
1147,147,Cuaca hari ini seperti panasnya neraka.,Cuacanya panas.,Cuacanya dingin.,0,0,id,correct
1148,148,Cuaca hari ini seperti dinginnya Kutub Utara.,Cuacanya panas.,Cuacanya dingin.,1,1,id,correct
1149,149,Kue buatan temanku rasanya seperti makan mangga ketika musimnya.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,0,0,id,correct
1150,150,Kue buatan temanku rasanya seperti makan jarum ketika sariawan.,Kuenya enak dimakan.,Kuenya tidak enak dimakan.,1,1,id,correct
1151,151,Timbangan badanku macam bergerak ke kanan.,Timbangan badanku turun.,Timbangan badanku naik.,1,1,id,correct
1152,152,Bau badannya sudah seperti bau duren.,Badannya bau.,Badannya harum.,0,0,id,correct
1153,153,Bau badannya sudah seperti bau bunga.,Badannya bau.,Badannya harum.,1,1,id,correct
1154,154,"Walau masih mahasiswa, tapi hari-harinya macam karyawan lembur.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,0,0,id,correct
1155,155,"Walau masih mahasiswa, tapi hari-harinya macam karyawan kena phk.",Hari-harinya sibuk.,Hari-harinya tidak sibuk.,1,1,id,correct
1156,156,"Setiap lelaki itu bersuara, ucapannya bagaikan guru ngaji dengan muridnya.",Ucapannya penuh gombalan.,Ucapannya penuh nasihat.,1,1,id,correct
1157,157,"Seberat kapas, begitulah beban hidup Dani.",Bebah hidup Dani ringan.,Bebah hidup Dani berat.,0,0,id,correct
1158,158,Nasihat ibu terkadang semanis permen.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,0,0,id,correct
1159,159,Nasihat ibu terkadang semanis jamu.,Nasihat ibu terkadang enak didengar.,Nasihat ibu terkadang tidak enak didengar.,1,1,id,correct
1160,160,Buku koleksi adikku sebanyak bunga di musim gugur.,Bukunya banyak sekali.,Bukunya nyaris tidak ada.,1,1,id,correct
1161,161,Diam itu emas.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,0,0,id,correct
1162,162,Diam itu sampah.,Diam itu membawa dampak positif.,Diam itu membawa dampak negatif.,1,1,id,correct
1163,163,Aku seperti umbi-umbian di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,0,0,id,correct
1164,164,Aku seperti anak emas di mata atasan.,Aku tidak berharga bagi atasan.,Aku berharga bagi atasan.,1,1,id,correct
1165,165,Tanah Pasundan diciptakan seakan Tuhan sedang tersenyum.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,0,0,id,correct
1166,166,Tanah Pasundan diciptakan seakan Tuhan sedang marah.,Wilayah Pasundan amat indah.,Wilayah Pasundan amat jelek.,1,1,id,correct
1167,167,Kedelai itu dirawat petani layaknya anak sendiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,0,0,id,correct
1168,168,Kedelai itu dirawat petani layaknya anak tiri.,Kedelai itu dirawat petani dengan sungguh-sungguh.,Kedelai itu dirawat petani dengan serampangan.,1,1,id,correct
1169,169,Ibu membesarkan anaknya dengan sepenuh hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,0,0,id,correct
1170,170,Ibu membesarkan anaknya dengan setengah hati.,Ibu merawat anaknya dengan kasih sayang.,Ibu merawat anaknya dengan ogah-ogahan.,1,1,id,correct
1171,171,Hari ini cuacanya seperti berada di Padang Mahsyar.,Cuaca hari ini sangat panas.,Cuaca hari ini sangat dingin.,0,0,id,correct
1172,172,Harimau itu memiliki bulu bagai lukisan abstrak yang estetik.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,0,0,id,correct
1173,173,Harimau itu memiliki bulu bagai lukisan anak TK yang belum bisa menggambar.,Bulu harimau itu sangat indah.,Bulu harimau itu sangat buruk.,1,1,id,correct
1174,174,Resesi 2023 seperti anak SD yang kehilangan sebiji permen.,Resesi 2023 menyeramkan.,Resesi 2023 sepele.,1,1,id,correct
1175,175,"Ketika Geisha menyanyi, dia seolah membius semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,0,0,id,correct
1176,176,"Ketika Geisha menyanyi, dia seolah menghantui semua penonton.",Nyanyian Geisha memukau bagi penonton.,Nyanyian Geisha menjijikkan bagi penonton.,1,1,id,correct
1177,177,Indonesia memiliki banyak destinasi wisata yang masih perawan.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,0,0,id,correct
1178,178,Indonesia memiliki banyak destinasi wisata yang sudah terjamah.,Banyak destinasi wisata di Indonesia yang masih alami.,Banyak destinasi wisata di Indonesia yang sudah terekspos.,1,1,id,correct
1179,179,Rambutnya bagai ombak samudra yang berkilau tertimpa sinar rembulan di malam hari.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,0,0,id,correct
1180,180,Rambutnya bagai sapu ijuk.,Rambutnya bergelombang indah.,Rambutnya kaku takterawat.,1,1,id,correct
1181,181,"Bagi Nouval, banyaknya harta adalah alasan yang merekahkan bibirnya dengan kebahagiaan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",0,0,id,correct
1182,182,"Bagi Nouval, banyaknya harta adalah cobaan yang memuakkan. .","Bagi Nouval, harta adalah sumber kebahagiaan.","Bagi Nouval, harta adalah sumber kesengsaraan.",1,1,id,correct
1183,183,Anak laki-laki dalam adat Jawa adalah pusaka yang sangat dipuja.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,0,0,id,correct
1184,184,Anak laki-laki dalam adat Jawa adalah beban keluarga.,Anak laki-laki dalam adat Jawa dinilai sangat berharga.,Anak laki-laki dalam adat Jawa dinilai tidak berharga.,1,1,id,correct
1185,185,Peran perempuan dalam adat Jawa bagaikan cat putih yang dipulaskan di atas tembok yang sudah berwarna putih.,Peran perempuan dalam adat Jawa sangat tidak punya pengaruh.,Peran perempuan dalam adat Jawa sangat berpengaruh.,0,0,id,correct
1186,186,Beras miskin adalah simbol kemelaratan yang memilukan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kekayaan bagi sebagian besar warga Indonesia.,Beras miskin adalah simbol kemiskinan bagi sebagian besar warga Indonesia.,1,1,id,correct
1187,187,Belajar matematika itu bagai melihat hantu di rumah sakit angker yang sudah kosong berpuluh-puluh tahun.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,0,0,id,correct
1188,188,Belajar matematika itu bagai bertemu dan mengobrol dengan artis idola secara langsung.,Belajar matematika itu menakutkan.,Belajar matematika itu menyenangkan.,1,1,id,correct
1189,189,Minum kopi saat senja itu seperti Adam yang pada akhirnya bisa bertemu lagi dengan Hawa setelah sekian lama.,Minum kopi saat senja itu rasanya melegakan.,Minum kopi saat senja itu rasanya membawa penyesalan.,0,0,id,correct
1190,190,Minum kopi saat senja itu seperti Adam dan Hawa yang diusir Tuhan dari surga.,Minum kopi saat senja itu rasanya melegakan.,Minum kopi saat senja itu rasanya membawa penyesalan.,1,1,id,correct
1191,191,Sepak bola bagi masyarakat Indonesia bagaikan agama yang harus dipertahankan mati-matian.,Sepak bola adalah hal yang serius bagi masyarakat Indonesia.,Sepak bola adalah hal yang biasa saja bagi masyarakat Indonesia.,0,0,id,correct
1192,192,Sepak bola bagi masyarakat Indonesia bagaikan robot gundam yang bebas untuk dimainkan dan disukai siapa saja.,Sepak bola adalah hal yang serius bagi masyarakat Indonesia.,Sepak bola adalah hal yang biasa saja bagi masyarakat Indonesia.,1,1,id,correct
1193,193,"Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu ibarat pohon yang semakin berkurang kemampuannya untuk berbuah.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai mendekati menopause.","Bagi sebagian besar masyarakat Indonesia, perempuan yang belum menikah hingga usia 25 tahun itu dinilai dewasa.",0,0,id,correct
