,startphrase,ending1,ending2,labels
1374,This knife is as sharp as an unused guillotine,It's very sharp,It's not sharp at all,0
1375,This knife is as sharp as a newborn baby,It's very sharp,It's not sharp at all,1
1376,He's got as many ideas as Albert Einstein.,He has a lot of ideas.,He doesn't have a lot of ideas.,0
1377,He's got as many ideas as a bowl of Jell-O.,He has a lot of ideas.,He doesn't have a lot of ideas.,1
1378,He's as serious as a cancer diagnosis.,He's very serious.,He's not very serious.,0
1379,He's as serious as a guinea pig.,He's very serious.,He's not very serious.,1
1380,You're as sharp as a knife,You're sharp,You're dull,0
1381,You're as sharp as a rock,You're sharp,You're dull,1
1382,She was as beautiful as a blobfish,She was ugly.,She was pretty.,0
1383,She was as beautiful as a majestic unicorn,She was ugly.,She was pretty.,1
1384,His thought process was as straight forward as a plate of spaghetti,His thought process is confusing.,His thought process is clear.,0
1385,His thought process was as straight forward as a yard stick,His thought process is confusing.,His thought process is clear.,1
1386,Owning a cat is like being a servant.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,0
1387,Owning a cat is like being a security guard.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,1
1388,"Adjusting for inflation, the money was valuable as diamonds",The money is valuable.,The money is worthless.,0
1389,"Adjusting for inflation, the money was valuable as garbage",The money is valuable.,The money is worthless.,1
1390,Her love was a seedling,Her love was growing,Her love was dying,0
1391,Her love was a rotting apple,Her love was growing,Her love was dying,1
1392,The girl is as easy to see through as a bowl of grape jelly,The girl is hard to figure out.,The girl is easy to read.,0
1393,The girl is as easy to see through as a windowpane,The girl is hard to figure out.,The girl is easy to read.,1
1394,His gaze is like granite,"His gaze is cold, unmoving",His gaze is warm and friendly,0
1395,His gaze is like a teddy bear,"His gaze is cold, unmoving",His gaze is warm and friendly,1
1396,She entered the room like a snake.,She entered sneakily.,She crashed her way in.,0
1397,She entered the room like an elephant.,She entered sneakily.,She crashed her way in.,1
1398,The test was a walk in the park.,The test was easy.,The test was hard.,0
1399,The test was black death.,The test was easy.,The test was hard.,1
1400,The cake was as hard as a rock.,The cake was hard.,The cake was light.,0
1401,The cake was as light as a feather.,The cake was hard.,The cake was light.,1
1402,Her gaze pierced your soul like a sharp sword.,She could look right through you.,She only sees the outside of a person.,0
1403,Her gaze pierced your soul like piece of salami.,She could look right through you.,She only sees the outside of a person.,1
1404,The argument has the sting of a violent war,The argument was biting,The argument was weak,0
1405,The argument has the sting of a marshmallow fortress,The argument was biting,The argument was weak,1
1406,The girl has the beauty of the Mona Lisa,The girl is beautiful.,The girl is ugly.,0
1407,The girl has the beauty of a trash can,The girl is beautiful.,The girl is ugly.,1
1408,The weather outside has the temperature of a volcano,The weather outside is very hot.,The weather outside is very cold.,0
1409,The weather outside has the temperature of the arctic,The weather outside is very hot.,The weather outside is very cold.,1
1410,The argument is as well written as Twilight,The argument is written badly,The argument is written well,0
1411,The argument is as well written as The Great Gatsby,The argument is written badly,The argument is written well,1
1412,The girl's lips are as loose as a virgin,The girl keeps secrets well.,The girl can't keep a secret.,0
1413,The girl's lips are as loose as a prostitute,The girl keeps secrets well.,The girl can't keep a secret.,1
1414,The document is as official as a government treaty,The document has a lot of formalities.,The document isn't official at all.,0
1415,The document is as official as some writing on a napkin,The document has a lot of formalities.,The document isn't official at all.,1
1416,The argument appears as a crystal clear spring,The argument makes sense,The argument is senseless,0
1417,The argument appears as a muddy rut,The argument makes sense,The argument is senseless,1
1418,The gamer was a god.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",0
1419,The gamer was a peon.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",1
1420,The lawyer is A pig,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,0
1421,The lawyer is A lighthouse for his client,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,1
1422,This car is faster than a speeding bullet,The car is ridiculously fast,The car is not fast at all,0
1423,This car is faster than a snail,The car is ridiculously fast,The car is not fast at all,1
1424,The car hit the rail like A bowling ball hitting pins,The car hit hard,The car hit softly,0
1425,The car hit the rail like A feather landing,The car hit hard,The car hit softly,1
1426,The food was served at a temperature that was A fiery inferno,The food was hot,The food was cold,0
1427,The food was served at a temperature that was A block of ice,The food was hot,The food was cold,1
1428,She runs like a rocket,She runs and sprints very fast.,She runs in a very slow and labored pace.,0
1429,She runs like a slug,She runs and sprints very fast.,She runs in a very slow and labored pace.,1
1430,The teacher said that the student had the brain of A gnat,The student is dumb,The student is smart,0
1431,The teacher said that the student had the brain of A rocket scientist,The student is dumb,The student is smart,1
1432,The book had a plot that many would find as Boring as watching paint dry,The book is boring,The book is exciting,0
1433,The book had a plot that many would find as Exciting as a three-ring circus,The book is boring,The book is exciting,1
1434,The family was as friendly as a pack of wolves,The family was very mean.,The family was very friendly.,0
1435,The family was as friendly as a greeter at Disneyland,The family was very mean.,The family was very friendly.,1
1436,She is as fast as light coming out of the big bang,She is fast,She is slow,0
1437,She is as fast as my grandma trying to walk on water,She is fast,She is slow,1
1438,Time is as precious as a piece of gold,Time is very important,Time can be thrown away,0
1439,Time is as precious as a piece of garbage,Time is very important,Time can be thrown away,1
1440,The milk was a cold as as a warm blanket,The milk was not cold at all,The milk was very cold,0
1441,The milk was a cold as as an icicle in a snowstorm,The milk was not cold at all,The milk was very cold,1
1442,The group drinking at the bar was as loud as a butterfly landing on a flower,The group was very quiet,The group was very loud,0
1443,The group drinking at the bar was as loud as a dump truck picking up broken glass,The group was very quiet,The group was very loud,1
1444,The train was a fast as a New York Minute,The train was very fast,The train was very slow,0
1445,The train was a fast as a 80 year old,The train was very fast,The train was very slow,1
1446,The professor's argument had the clarity of a crystal glass,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",0
1447,The professor's argument had the clarity of a marine fog,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",1
1448,The fortress was as solid as the deepest earthen bedrock,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",0
1449,The fortress was as solid as a tattered mosquito netting,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",1
1450,The dancer had the grace of an elephant.,The dancer was clumsy,The dancer was light on her feet.,0
1451,The dancer had the grace of a buttefly in flight.,The dancer was clumsy,The dancer was light on her feet.,1
1452,The argument was World War 3,The argument was huge.,The argument was insignificant.,0
1453,The argument was a hiccup,The argument was huge.,The argument was insignificant.,1
1454,The headlight was as bright as a sun,The headlight was very bright.,the headlight was very dim.,0
1455,The headlight was as bright as a dim candle,The headlight was very bright.,the headlight was very dim.,1
1456,The book has the pace of a glacier,The book is very slow.,The book is fast paced.,0
1457,The book has the pace of a raging storm,The book is very slow.,The book is fast paced.,1
1458,राम के अभिषेक की बात सुनकर कौशल्या का अंग-अंग सूखने लगा ।,राम के अभिषेक की बात सुनकर कौशल्या बहुत प्रसन्न हुई ।,राम के अभिषेक की बात सुनकर कौशल्या बहुत दुखी हुई ।,1
1459,उसके ऊपर अमृत सवार है। ,वह बहुत गुस्से में है। ,वह बहुत प्यार बाँट रहा है। ,1
1460,शंकर ऐसे बात करता है जैसे वो भगवान हो। ,शंकर बहुत ज्ञान की बातें करता है। ,शंकर बहुत बुरी बातें करता है। ,0
1461,मैं ड्राइवर बनना चाहता हूँ। ,मैं जमीन पर रहना चाहता हूँ। ,मैं आसमान पर रहना चाहता हूँ। ,0
1462,मजदूर घड़ी की टिक टिक की तरह काम करते हैं। ,मजदूर बहुत तेजी से काम करते हैं। ,मजदूर धीरे धीरे काम करते हैं। ,1
1463,नौकर चाय में जैसे नमक डाल लाया था। ,नौकर ने बिलकुल बकवास चाय बनाई थी। ,नौकर ने बहुत बढ़िया चाय बनाई थी। ,0
1464,बादलों सा ऊँचा उठो। ,खूब तरक्की करो। ,थोड़ी तो तरक्की करो। ,0
1465,युद्ध के मैदान में हमारे सैनिकों ने फ़ूलों पर पैर रखकर विजय प्राप्त की।,युद्ध में हमारे सैनिकों ने मुश्किलों से विजय प्राप्त की।,युद्ध में हमारे सैनिकों ने आसानी से विजय प्राप्त की।,1
1466,पेंटर ने पूरा घर झोंपड़ी सा चमका दिया। ,पेंटर ने बहुत बढ़िया रंग किया। ,पेंटर ने बहुत घटिया रंग किया। ,1
1467,उसके लिए पैसा कमाना ऑक्सीजन था।,पैसे कमाने ने उसे जीवित रखा।,पैसा कमाना उसे मार रहा था।,0
1468,वह भक्षी सा उदार है। ,वह बहुत दानी है। ,वह दानी नहीं है। ,1
1469,लेक्चर लेते समय वह रबर की तरह खड़ा था।,वह विश्वास से भरा हुआ था।,वह बहुत घबराया हुआ था।,0
1470,वो साइकिल की तरह तेज़ है। ,उसकी गति धीमी थी। ,उसकी गति तेज़ थी। ,0
1471,रोहन का लेखअंतरिक्ष की तरह याद रहेगा। ,रोहन का लेख कुछ समय बाद लोग भूल जायेंगे। ,रोहन का लेख हमेशा लोगों को याद रहेगा।  ,1
1472,उसने सबको इडली की तरह कपड़ा दिया। ,उसने सबको अच्छा कपड़ा दिया। ,उसने कपड़े में छेद था। ,0
1473,शर्मीला जेल के जेलर की तरह कुत्तों को खिला रही थी। ,शर्मीला बड़े प्यार से कुत्तों को खिला रही थी। ,शर्मीला बड़े गुस्से से कुत्तों को खिला रही थी। ,1
1474,फर्श भालू की खाल की तरह था।,फर्श बिलकुल साफ नहीं था। ,फर्श बिलकुल साफ था।,0
1475,संगीत सीखने के लिए उसने घोड़े के चने चबाये। ,उसने संगीत सीखने के लिए बहुत महनत की है। ,उसने संगीत सीखने के लिए इतनी महनत नहीं की है। ,1
1476,परांठा तो दाल की तरह है। ,परांठा बहुत स्वादिष्ट है। ,परांठा बहुत समान्य है। ,1
1477,लॉलीपॉप देख रोहन ने पिल्ले की तरह अपनी पूँछ हिलायी। ,लॉलीपॉप के लिए रोहन ने छपटने का फैसला किया। ,लॉलीपॉप के लिए रोहन ने प्यार से मांगने का फैसला किया।,1
1478,सैनिकों ने दुश्मन को ईंट का जवाब फूल माला से दिया। ,सैनिकों ने दुश्मन को करारा जवाब दिया।	,सैनिकों ने दुश्मन का प्यार से स्वागत किया।         ,1
1479,उसका दिल फूटबाल के मैदान की तरह विशाल था।,दिल बहुत बड़ा था। ,दिल बहुत छोटा था। ,0
1480,वह कुम्ब्करण सा सोता है।,उसे बहुत कम नींद आती है।  ,उसे बहुत ज्यादा नींद आती है।  ,1
1481,"लोकेन्द्र को क्लर्क की नौकरी क्या मिली, मानो अन्धे के हाथों में करंट लग गया।",लोकेन्द्र को भाग्यवश इच्छित वस्तु की प्राप्ति हो गई।,लोकेन्द्र को भाग्यवश इच्छित वस्तु की प्राप्ति नहीं हो पाई ।,1
1482,उसकी दादी की प्रेम कहानी मोबाइल जितनी ही पुरानी थी।,उसकी दादी की प्रेम कहानियाँ बहुत पुरानी थी। ,उसकी दादी की प्रेम कहानियाँ बहुत पुरानी नहीं थी। ,0
1483,पुलिस इंस्पेक्टर गाय की तरह शरीफ थी। ,पुलिस इंस्पेक्टर रिश्वतखोर था।,पुलिस इंस्पेक्टर रिश्वतखोर नहीं था।,1
1484,कोमल उल्लू जितनी बुद्धिमान है।,कोमल बहुत बुद्धिमान है।,कोमल बहुत बेवक़ूफ़ है।,1
1485,इस पिच में दरारे पड़ गई हैं। ,यह पिच अभी भी खेलने लायक है। ,यह पिच खेलने लायक नहीं  रही।  ,0
1486,उसका दिल शीशे की बोतल सा टूट गया। ,उसका दिल बुरी तरीके से टूट गया। ,उसका दिल बड़ा कमजोर था। ,0
1487,उसकी कला ऐसी है जैसे कीड़े मकोड़े। ,उसकी कला बहुत ही बकवास है। ,उसकी कला बहुत ही अच्छी है। ,1
