,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
3515,3515,25,Arab countries are rich in water.,Arab countries are rich from petroleum,Arab countries are not rich from petroleum,0,1,kn,wrong
5748,5748,113,Aremu is swimming in the river of God's love,Aremu has been loving God,Aremu went to fetch water for Omoshalewa from the river,0,0,yo,correct
6094,6094,113,Aremu doesn't like not to see God,Aremu has been loving God,Aremu went to fetch water for Omoshalewa from the river,0,1,yo,wrong
6001,6001,20,All cities do not agree that Aremu is a single city,Aremu is a famous person,No one knows Aremu,0,1,yo,wrong
5663,5663,28,All the cities have agreed that Aremu is the only city,Aremu is a famous person,No one knows Aremu,0,0,yo,correct
5888,5888,253,Areó is guilty,Areó has no charges against him,Aréo has many accusations in his neck,1,1,yo,correct
5887,5887,252,Areó has chosen a book,Areó has no charges against him,Aréo has many accusations in his neck,0,0,yo,correct
1591,1591,593,"When she was little, Fani's hair was like Rapunzel's.","As a child, Fani's hair was short.","When she was little, Fani's hair was long.",1,1,id,correct
2053,2053,171,"When she was little, Fani's hair was like Dora's.","As a child, Fani's hair was short.","When she was little, Fani's hair was long.",1,0,id,wrong
1298,1298,300,"As for my brother, he is like a prophet who never pollutes his limbs with sin.","As for my brother, he is a pious figure.","For my sister, she is a sinner.",0,0,id,correct
1299,1299,301,"As for my brother, he is like a demon in human form.","As for my brother, he is a pious figure.","For my sister, she is a sinner.",1,1,id,correct
5241,5241,705,"As the test approached, Otieno changed","As the exam approached, Otieno began to work harder","As the test approached, Otieno remained complacent",0,0,sw,correct
5242,5242,706,"As the test approached, Otieno remained an ant","As the exam approached, Otieno began to work harder","As the test approached, Otieno remained complacent",1,1,sw,correct
563,563,563,"For Ashwini, competition is as sweet as guava.",As tough as it is for Ashwani in the competition.,As easy as it gets in the competition for Ashwani.,1,1,hi,correct
937,937,269,"For Ashwini, the competition is like sour grapes.",As tough as it is for Ashwani in the competition.,As easy as the competition for Ashwani.,1,0,hi,wrong
6016,6016,35,Ashabi was a mother for 30 years,Ashabib is not as soft as 30 sounds,A woman gives birth to many children for thirty years,1,0,yo,wrong
6015,6015,34,Ashabi was barren for 30 years,Ashabib is not as soft as 30 sounds,A woman gives birth to many children for thirty years,0,1,yo,wrong
1540,1540,542,Assembling a new computer is like solving a puzzle for children. .,Assembling a new computer is very complicated.,Assembling a new computer is very easy.,1,1,id,correct
2040,2040,158,Building that new computer was like defuse a bomb. .,Assembling a new computer is very complicated.,Assembling a new computer is very easy.,1,0,id,wrong
4936,4936,400,Our home is a prison.,At home there is freedom.,There is no freedom at home.,1,1,sw,correct
4935,4935,399,Our home is a free bird.,At home there is freedom.,There is no freedom at home.,0,0,sw,correct
823,823,155,At least once in work open the closed door?,At least stop taking other's women in work.,At least sometimes take other's women in work.,0,1,hi,wrong
822,822,154,Stop thumb sucking at work sometime?,At least stop taking other's women in work.,At least sometimes take other's women in work.,1,0,hi,wrong
2245,2245,107,"At school, Andi is the star of the class","At school, Andi is the class champion","At school, Andi is the lowest ranked",0,0,jv,correct
2611,2611,71,"At school, Andi is the class keeper","At school, Andi is the class champion","At school, Andi is the lowest ranked",0,1,jv,wrong
2300,2300,162,"At that time, the price of rice was like buying gravel","At that time, the price of rice was expensive","At that time, the price of rice was low",1,1,jv,correct
2299,2299,161,"At that time, the price of rice was like buying gilded gold","At that time, the price of rice was expensive","At that time, the price of rice was low",0,0,jv,correct
4203,4203,267,At work manenha becomes a black goat.,At work manenha to be excellent,"At work, you become a person who is blamed.",1,1,su,correct
4202,4202,266,At work manenha becomes a golden boy,At work manenha to be excellent,"At work, you become a person who is blamed.",0,0,su,correct
5855,5855,220,Awele is living on the left side of the world,Awele is living a world of corruption,Awele's world is balanced,0,0,yo,correct
6203,6203,222,Awele eats spitting earth,Awele is living a world of corruption,Awele's world is balanced,0,1,yo,wrong
5922,5922,287,Ayka is kissing,Ayka is stealing,Ayka is looking after things,1,1,yo,correct
6290,6290,309,Ayka wanted to speak,Ayka is stealing,Ayka is looking after things,1,0,yo,wrong
6257,6257,276,Aintlá is coming over you in Ílorin,Aynila is enjoying herself in Ílorin,Aintlá is being punished in Ílorin,1,0,yo,wrong
5899,5899,264,The fire is burning in Ilorin,Aynila is enjoying herself in Ílorin,Aintlá is being punished in Ílorin,1,1,yo,correct
5707,5707,72,"Ayomide was twelve years old, and she was walking like a pregnant woman giving birth.",Ayomide was unable to walk properly after the 12th birthday,Ayomide walked well behind the twelve bowls,1,1,yo,correct
5708,5708,73,"Ayomide can't handle two hundred pages, and he doesn't know what to do",Ayomide was unable to walk properly after the 12th birthday,Ayomide walked well behind the twelve bowls,0,0,yo,correct
5245,5245,709,Mother Aziza and her sister were shillings for each other,Aziza's mother and her sister were very similar,Mother Aziza and her sister were very different,0,0,sw,correct
5584,5584,224,Mother Aziza and her sister were there day and night,Aziza's mother and her sister were very similar,Mother Aziza and her sister were very different,0,1,sw,wrong
1903,1903,21,The math score is ankle high.,Bad math grades.,Good grades in math.,1,0,id,wrong
1077,1077,79,The value of mathematics is sky-high.,Bad math grades.,Good grades in math.,1,1,id,correct
5948,5948,313,It is a snake that breathes,Bad things are coming for me,You are not looking for me,1,1,yo,correct
5949,5949,314,He was chasing a rat,Bad things are coming for me,You are not looking for me,0,0,yo,correct
5173,5173,637,Bank doors in the city are as small as the eye of a needle,Bank doors in the city are very small,Bank doors in the city are not even small,0,0,sw,correct
5174,5174,638,Bank doors in the city are as wide as a football field,Bank doors in the city are very small,Bank doors in the city are not even small,1,1,sw,correct
5956,5956,321,Sleep on the roof,Be in danger,Stay safe,1,1,yo,correct
5957,5957,322,Get off the roof,Be in danger,Stay safe,0,0,yo,correct
5248,5248,712,Beatrice trusted her husband as a servant condemned to death,Beatrice had hope for her husband,Beatrice never trusted her husband,1,1,sw,correct
5587,5587,227,Beatrice trusted her husband as a barren child,Beatrice had hope for her husband,Beatrice never trusted her husband,1,0,sw,wrong
3833,3833,343,Beetroot is high in sour content,Beetroot is high in sugar,Beetroot is not high in sugar,0,1,kn,wrong
3287,3287,549,Beetroot is high in sugar,Beetroot is high in sugar,Beetroot is not high in sugar,0,0,kn,correct
2722,2722,182,Being a teacher today is like walking up a mountain,Being a teacher today is like a joke,Being a teacher today is like a convenience,1,0,jv,wrong
2498,2498,360,Being a teacher today is like taking a leisurely walk,Being a teacher today is like a joke,Being a teacher today is like a convenience,1,1,jv,correct
314,314,314,"When the branch of the tree broke, Amit fell like a sack of wet sand.","Being light, Amit came down easily.",Amit fell down due to being heavy.,1,1,hi,correct
313,313,313,"When the branch of the tree broke, Amit fell like a peacock's feather.","Being light, Amit came down easily.",Amit fell down due to being heavy.,0,0,hi,correct
1648,1648,650,"Being near you, my heart is like waves in the ocean.","Being near you, my heart is restless.","Being near you, my heart is calm.",0,0,id,correct
1649,1649,651,"Being near you, my heart is like a baby in a mother's arms.","Being near you, my heart is restless.","Being near you, my heart is calm.",1,1,id,correct
2620,2620,80,"Being the son of the headman, his life is like an iron necklace","Being the son of the chief, his life is comfortable","Being the headman's son, his life is sara",0,1,jv,wrong
2268,2268,130,"Being the headman's son, his life is like a gold necklace","Being the son of the chief, his life is comfortable","Being the headman's son, his life is sara",0,0,jv,correct
2308,2308,170,So the children of this family are like carrying a stone on a mountain,Being the youngest child in this family is difficult,It's easy to be the bad boy in this family,0,0,jv,correct
2309,2309,171,So the children in this family are like carrying cotton in their hands,Being the youngest child in this family is difficult,It's easy to be the bad boy in this family,1,1,jv,correct
4035,4035,99,Visiting him every day is like a war,Being with him every day is a lot of problems,Visiting him every day is no problem.,0,0,su,correct
4036,4036,100,Visiting him every day is like having an assistant.,Being with him every day is a lot of problems,Visiting him every day is no problem.,1,1,su,correct
1826,1826,828,The distance from Bejo's house to the school is the distance from here to the front of the alley.,Bejo's house is far from school.,the distance from Beno's house to school is close.,1,1,id,correct
1825,1825,827,The distance from Rumah Bejo to school is like the distance from heaven to earth.,Bejo's house is far from school.,the distance from Beno's house to school is close.,0,0,id,correct
3556,3556,66,Bangalore has less pollution as a city,Bengaluru has less pollution,Bangalore is not less polluted,0,1,kn,wrong
2852,2852,114,Bangalore is less polluted like an island,Bengaluru has less pollution,Bangalore is not less polluted,0,0,kn,correct
5567,5567,207,"As for maria, bernard had eyes like a rooster",Bernard failed to see Maria's evil,Bernard saw all the evils of Maria,1,0,sw,wrong
5196,5196,660,Bernard had Eagle eyes for Maria's misdeeds,Bernard failed to see Maria's evil,Bernard saw all the evils of Maria,1,1,sw,correct
5945,5945,310,Bidemi pakuta spoke to us,Bidemi brought another word into the speech we were saying,How it makes us continue the words we are saying,1,1,yo,correct
5946,5946,311,My breath blew my mind,Bidemi brought another word into the speech we were saying,How he made us continue the words we were saying,0,0,yo,correct
1985,1985,103,The Big Indonesian Dictionary is as thick as Sidu's book.,Big Indonesian Dictionary is very thick.,The Big Indonesian Dictionary is just ordinary.,0,1,id,wrong
1309,1309,311,The Big Indonesian Dictionary is as thick as a mattress.,Big Indonesian Dictionary is very thick.,The Big Indonesian Dictionary is just ordinary.,0,0,id,correct
1132,1132,134,Hopefully your house will be as big as a castle.,Big house.,Small house.,0,0,id,correct
1133,1133,135,Hopefully your house will be as big as a shoebox.,Big house.,Small house.,1,1,id,correct
6263,6263,282,Bimpé's hand pressed the hilt of the sword,Bimpé has reached a point where he cannot be harmed,Bimpé has reached the point where he can be killed,1,0,yo,wrong
6264,6264,283,Bimpé is an ant under a shoe,Bimpé has reached a point where he cannot be harmed,Bimpé has reached the point where he can be killed,0,1,yo,wrong
5926,5926,291,Bimpé is a sheep,Bimpé is a hero,Bimpé is lazy,1,1,yo,correct
5925,5925,290,The region is Bimpé,Bimpé is a hero,Bimpé is lazy,0,0,yo,correct
4359,4359,19,Bina is your son.,Bina is a beloved child,Bina is my cousin.,0,1,su,wrong
3957,3957,21,Bina is a golden child,Bina is a beloved child,Bina is my cousin.,0,0,su,correct
365,365,365,"Among the Navratnas of Akbar, Birbal was like a jewel in a ring.",Birbal was a highly respected person among the Navratnas of Akbar.,Birbal was a very ordinary person among the Navratnas of Akbar.,0,0,hi,correct
366,366,366,"Among the Navratnas of Akbar, Birbal was like a pebble on the way.",Birbal was a highly respected person among the Navratnas of Akbar.,Birbal was a very ordinary person among the Navratnas of Akbar.,1,1,hi,correct
