,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label,cos_sim
152,152,152,वह आदमी खच्चर जैसा जिद्दी है।,उसका निर्णय बदलना मुश्किल है। ,उसका निर्णय बदलना इतना मुश्किल नहीं है।,0,0,hi,correct,0.8746802806854248
153,153,153,अपने दोस्तों को मूक चलचित्र की तरह खामोश देख वो समझ गया कुछ गड़बड़ है। ,उसके दोस्त कुछ शैतानी प्लान बना रहे थे।,उसके दोस्त बहुत गंभीर सोच में दुबे थे।,0,0,hi,correct,0.7121928930282593
154,154,154,यह शाल बोरी की तरह हलकी है। ,यह शाल बहुत पतले धागे से बानी है। ,यह शाल बहुत मोटे धागे से बानी है। ,0,0,hi,correct,0.942988395690918
155,155,155,"आप उस पर भरोसा कर सकते हैं, वह तीर की तरह सीधा है।",वह भरोसे के लायक है। ,वह भरोसे के लायक बिलकुल नहीं है। ,0,0,hi,correct,0.7869167327880859
156,156,156,वह सुअर की तरह खाती है। ,वह बहुत कम खाना खाती है। ,वह बहुत ज्यादा खाना खाती है।,1,1,hi,correct,0.9066821336746216
157,157,157,वह रेस में कछुए की तरह दौड़ी।,वह रेस में बहुत धीरे भागी। ,वह रेस में बहुत तेज भागी।,0,0,hi,correct,0.9309786558151244
158,158,158,वह रेस में बिजली की तरह दौड़ी।  ,वह रेस में बहुत धीरे भागी।,वह रेस में बहुत तेज भागी।,1,1,hi,correct,0.9309786558151244
159,159,159,वह पानी से बाहर मछली की तरह दिखता है। ,वह बहुत आत्मविश्वास में रहता है। ,वह बहुत डरा हुआ रहता है।,1,1,hi,correct,0.7412595152854919
160,160,160,राधा एक चुलबुले बच्चे की तरह सो गई।,राधा बहुत थक गई थी।,राधा बहुत मस्ती में थी।,0,0,hi,correct,0.8865770697593689
161,161,161,यह कालीन मगरमछ की खाल की तरह कोमल था।,कालीन बहुत सख्त था। ,कालीन बहुत नर्म था।,0,0,hi,correct,0.9184712767601012
162,162,162,स्विमिंग जंगली पगडंडी की तरह सीखी जा सकती है। ,स्विमिंग बहुत मुश्किल है। ,स्विमिंग बहुत आसान है। ,0,0,hi,correct,0.8755415678024292
